		1000RandomTest
   Quadratic Open Addressing Hash Table
-------------------------------------
Index 		Key 		count 
431		5431		1
432		8431		1
433		1433		3
434		2435		1
435		437		1
436		2437		1
437		7437		1
438		5438		1
439		1439		1
440		440		1
441		1438		1
442		9431		1
443		2443		1
444		4444		1
445		7444		1
446		4446		2
447		9446		1
448		448		1
449		5449		1
450		7450		1
451		1449		1
452		1452		1
453		2449		1
454		6450		1
455		6455		1
456		1454		1
457		8446		1
458		7458		1
459		9459		1
460		4460		1
461		3460		1
462		5462		1
463		8463		1
464		7464		1
465		1465		1
466		7467		1
467		8467		1
468		9467		1
469		1470		1
470		2470		1
471		6471		1
472		3470		1
473		3443		1
474		1474		1
475		2459		1
476		8476		1
477		1466		1
478		5478		1
479		5479		1
480		9480		1
481		8481		1
482		4468		1
483		1483		1
484		3484		1
485		7484		1
486		8486		1
487		2487		1
488		5454		1
489		1447		1
490		8490		1
491		1491		1
492		3449		1
493		493		1
494		5494		1
495		494		1
496		7470		1
497		497		1
498		2499		1
499		5500		1
500		2500		1
501		3503		2
502		7502		1
503		3502		1
504		2504		1
505		1504		1
506		2506		1
507		3506		1
508		5508		1
509		509		1
510		512		1
511		4511		1
512		5511		1
513		2514		1
514		8514		1
515		3515		1
516		8504		1
517		6518		1
518		3518		1
519		9523		1
520		6520		1
521		6521		1
522		544		1
523		2523		1
524		1525		1
525		2525		1
526		9525		1
527		7526		1
528		528		1
529		8529		1
530		2530		1
531		6531		1
532		2532		1
533		4533		1
534		9533		1
535		4530		1
536		4536		1
537		4571		1
538		1563		1
539		1542		1
540		1540		1
541		9541		2
542		2542		1
543		543		1
544		5544		1
545		1545		1
546		2547		1
547		3547		1
548		4548		1
549		6549		1
550		7550		1
551		8550		1
552		1551		1
553		5553		1
554		3554		1
555		7553		1
556		6556		1
557		3557		1
558		559		1
559		8559		1
560		2560		1
561		7574		1
562		2562		1
563		8562		1
564		8565		1
565		2565		1
566		3565		1
567		4567		1
568		3572		1
569		8570		1
570		8574		1
571		1571		1
572		1572		1
573		8573		1
574		9574		1
575		3582		1
576		1576		1
577		2576		1
578		6578		1
579		7578		1
580		582		1
581		5581		1
582		2582		1
583		583		1
584		584		2
585		6581		1
586		7586		1
587		3587		1
588		5583		1
589		587		1
590		7583		1
591		1591		1
592		4584		1
593		8593		1
594		589		1
595		1592		1
596		9582		1
597		8597		1
598		3600		1
599		9600		2
600		1600		1
601		5600		1
602		5602		2
603		6603		1
604		3603		1
605		6605		1
606		8606		1
607		2606		1
608		1604		1
609		1587		1
610		9610		1
611		2611		1
612		7612		1
613		612		1
614		7581		1
615		2591		1
616		3626		1
617		4617		1
618		625		1
619		9620		1
620		620		1
621		3621		1
622		3622		1
623		6623		1
624		5624		1
625		8624		1
626		1623		1
627		1631		1
628		2628		1
629		631		1
630		1630		2
631		2631		1
632		4631		1
633		5633		1
634		1634		1
635		6634		1
636		6627		1
637		4629		1
638		4638		1
639		638		1
640		7640		1
641		3639		1
642		7637		1
643		2625		1
644		9644		1
645		1645		1
646		467		1
647		9648		1
648		3649		2
649		2649		1
650		5650		1
651		1651		1
652		9650		1
653		3653		1
654		9654		1
655		6652		1
656		657		1
657		7657		1
658		6658		1
659		3659		1
660		9659		1
661		9660		1
662		8664		1
663		3663		1
664		7664		1
665		664		2
666		1666		1
667		2465		1
668		2635		1
669		4671		1
670		5670		2
671		2671		1
672		1672		1
673		9672		1
674		3673		1
675		1675		1
676		679		1
677		4677		1
678		7678		1
679		3679		1
680		4680		1
681		8681		1
682		5682		1
683		4682		1
684		9687		1
685		3688		1
686		2687		1
687		8687		1
688		5687		1
689		4687		1
690		8690		1
691		691		1
692		9690		1
693		8693		1
694		694		1
695		2695		1
696		4694		1
697		5697		1
698		2698		1
699		9699		1
700		9700		1
701		5702		1
702		4702		1
703		1703		1
704		2702		1
705		8705		1
706		2706		1
707		5707		1
708		2708		1
709		4704		1
710		6710		1
711		3605		1
712		5675		1
713		6718		1
714		5723		1
715		3715		1
716		2715		1
717		5724		1
718		5720		1
719		5721		1
720		9720		2
721		721		1
722		9721		1
723		9723		1
724		3724		1
725		7725		1
726		4726		1
727		2727		1
728		2728		2
729		5728		1
730		7730		2
731		2729		1
732		2732		2
733		2733		1
734		2731		1
735		7735		1
736		9736		1
737		731		1
738		1383		1
739		1739		1
740		4402		1
741		4628		1
742		502		1
743		8743		1
744		9743		1
745		2748		1
746		8746		1
747		747		2
748		748		1
749		2749		1
750		9749		1
751		6751		1
752		5752		1
753		5753		1
754		8764		1
755		5797		1
756		9756		1
757		1757		1
758		4783		1
759		6760		1
760		1762		1
761		2762		1
762		5762		1
763		8763		1
764		764		1
765		9765		1
766		3766		1
767		6765		1
768		5768		1
769		6769		1
770		1770		1
771		1771		1
772		2772		1
773		2773		1
774		774		1
775		8775		1
776		9775		1
777		9777		1
778		783		1
779		3794		1
780		4780		1
781		9781		1
782		3781		1
783		9783		1
784		9784		1
785		2783		1
786		1786		1
787		6793		1
788		5793		1
789		8789		1
790		798		1
791		2793		1
792		1792		1
793		7793		1
794		4799		1
795		7795		1
796		1796		1
797		3797		1
798		8797		1
799		807		1
800		7800		1
801		3801		1
802		802		2
803		9803		1
804		2806		1
805		805		1
806		2812		1
807		7808		1
808		808		1
809		4808		1
810		2810		1
811		1811		1
812		5810		1
813		9813		1
814		6813		1
815		5812		1
816		9816		1
817		4817		1
818		1818		1
819		4807		1
820		8820		1
821		7810		1
822		4825		1
823		3823		1
824		3825		2
825		8826		1
826		1826		1
827		1827		1
828		5827		1
829		2829		2
830		2830		1
831		8828		1
832		6832		1
833		818		1
834		3815		1
835		6827		1
836		836		1
837		6837		1
838		1837		2
839		839		1
840		9815		1
841		7841		1
842		6841		1
843		4832		1
844		4829		1
845		5845		1
846		3846		2
847		5401		1
848		4848		1
849		7848		2
850		3850		1
851		3389		1
852		710		1
853		6697		1
854		7854		1
855		9017		1
856		4052		1
857		4349		1
858		9858		1
859		1859		1
860		860		1
861		8860		1
862		8869		1
863		4863		1
864		3867		1
865		6865		1
866		1866		1
867		6867		2
868		7871		1
869		1869		1
870		1870		1
871		2873		1
872		6872		1
873		873		1
874		3874		1
875		1875		1
876		4874		1
877		875		1
878		1873		1
879		8879		1
880		5880		1
881		7872		1
882		882		1
883		1882		1
884		5971		1
885		6089		1
886		3886		1
887		3887		1
888		892		1
889		7889		1
890		7891		1
891		6891		1
892		4891		1
893		3895		1
894		4894		1
895		4895		1
896		1895		1
897		4897		1
898		899		1
899		1899		1
900		2899		1
901		6900		1
902		9899		1
903		4903		1
904		7956		1
905		5905		1
906		905		1
907		4928		1
908		4985		1
909		1967		2
910		7915		1
911		7911		1
912		912		1
913		4913		1
914		9951		1
915		8929		1
916		5916		1
917		4921		1
918		7918		1
919		5919		1
920		920		1
921		2920		1
922		921		1
923		923		2
924		9925		1
925		6925		1
926		5925		1
927		4927		1
928		3930		1
929		9929		1
930		4930		1
931		4931		1
932		2932		1
933		1930		1
934		8925		1
935		3935		1
936		8936		1
937		4937		1
938		3937		1
939		1940		1
940		5940		1
941		7940		1
942		3941		1
943		8978		1
944		2946		1
945		9945		1
946		4946		1
947		7946		1
948		5947		1
949		4978		1
950		950		1
951		2952		1
952		9952		1
953		2953		1
954		4955		1
955		956		1
956		4956		1
957		957		1
958		6956		1
959		4983		1
960		3966		1
961		961		1
962		5961		1
963		4967		2
964		3964		1
965		7965		1
966		1966		1
967		2966		1
968		966		1
969		4970		1
970		970		1
971		3971		1
972		2973		1
973		973		1
974		6973		1
975		975		1
976		6972		1
977		7980		1
978		4988		1
979		2979		1
980		8982		1
981		5981		1
982		8983		1
983		5985		1
984		7984		1
985		1984		1
986		2986		1
987		6987		1
988		987		1
989		6989		1
990		8990		1
991		9989		1
992		8989		1
993		1995		1
994		1994		1
995		4995		1
996		3998		1
997		7998		1
998		2998		1
999		4999		1

		1000RandomTest
   Overflow chain Hashing
-----------------------------------
Index 		Key 		count 
0		NULL		0
1		3001		1	-1
2		NULL		0
3		3		1	483
4		1004		1	495
5		6005		1	177
6		2006		1	123
7		NULL		0
8		9008		1	-1
9		3009		1	221
10		NULL		0
11		1011		2	790
12		4012		1	550
13		NULL		0
14		2014		1	357
15		5015		1	-1
16		8016		1	131
17		4017		1	353
18		8018		1	-1
19		8019		1	15
20		9020		1	63
21		1021		1	-1
22		6022		2	176
23		7023		1	322
24		2024		1	-1
25		7025		1	55
26		8026		1	-1
27		2027		1	578
28		2028		1	406
29		29		1	-1
30		3030		1	363
31		9031		1	93
32		7032		1	240
33		2033		1	719
34		2034		1	-1
35		3035		2	-1
36		1036		1	789
37		9037		1	716
38		7038		1	366
39		NULL		0
40		3040		1	960
41		5041		1	-1
42		2042		1	-1
43		4043		1	192
44		3044		1	815
45		NULL		0
46		1046		1	248
47		47		2	75
48		2048		1	539
49		9049		2	167
50		1050		1	358
51		9051		2	546
52		8052		1	350
53		53		2	394
54		3054		1	-1
55		6055		1	148
56		5056		1	-1
57		5057		1	472
58		58		3	105
59		8059		1	-1
60		6060		1	-1
61		4061		1	616
62		5062		2	804
63		4063		2	-1
64		NULL		0
65		NULL		0
66		2066		1	57
67		9067		1	300
68		6068		2	759
69		1069		1	64
70		70		1	729
71		NULL		0
72		9072		1	50
73		9073		1	-1
74		7074		1	-1
75		2075		1	20
76		NULL		0
77		1077		1	185
78		2078		1	966
79		4079		1	-1
80		5080		1	-1
81		3081		1	609
82		2082		2	89
83		6083		1	258
84		6084		1	65
85		9085		1	290
86		6086		1	-1
87		3087		1	670
88		7088		2	-1
89		89		1	0
90		3090		1	662
91		1091		1	133
92		5092		1	374
93		93		1	-1
94		6094		1	844
95		7095		2	690
96		NULL		0
97		97		1	128
98		5098		1	-1
99		4099		1	652
100		4100		1	976
101		1101		1	293
102		102		1	620
103		NULL		0
104		6104		1	-1
105		2105		1	-1
106		3106		1	-1
107		2107		1	765
108		5108		2	-1
109		1109		2	146
110		4110		1	91
111		2111		1	-1
112		4112		1	-1
113		113		1	-1
114		8114		1	644
115		6115		1	-1
116		4116		1	81
117		9117		1	-1
118		2118		1	-1
119		5119		1	153
120		1120		1	426
121		NULL		0
122		7122		1	22
123		9123		2	-1
124		4124		1	470
125		1125		1	-1
126		2126		1	121
127		1127		2	629
128		2128		1	-1
129		5129		1	277
130		NULL		0
131		1131		1	-1
132		132		1	-1
133		1133		1	-1
134		5134		1	741
135		NULL		0
136		7136		2	774
137		NULL		0
138		1138		2	440
139		9139		1	-1
140		4140		1	-1
141		4141		1	457
142		9142		1	424
143		2143		1	334
144		6144		1	494
145		4145		4	624
146		2146		1	-1
147		2147		2	-1
148		6148		1	-1
149		8149		1	968
150		6150		1	763
151		7151		1	379
152		NULL		0
153		1153		1	283
154		8154		1	-1
155		4155		1	617
156		1156		1	-1
157		4157		1	-1
158		158		1	-1
159		1159		1	675
160		5160		1	914
161		2161		2	-1
162		4162		1	-1
163		7163		1	114
164		164		1	-1
165		3165		1	701
166		1166		1	567
167		1167		1	-1
168		NULL		0
169		1169		1	547
170		3170		1	445
171		2171		1	520
172		5172		2	139
173		5173		1	945
174		9174		1	101
175		3175		1	107
176		3176		1	-1
177		9177		1	782
178		178		1	853
179		7179		1	9
180		6180		2	367
181		NULL		0
182		3182		1	266
183		183		2	208
184		8184		1	224
185		NULL		0
186		1186		1	-1
187		9187		1	478
188		2188		1	-1
189		6189		1	320
190		7190		1	-1
191		5191		1	-1
192		5192		2	405
193		4193		1	-1
194		6194		2	852
195		6195		1	213
196		196		1	416
197		197		1	827
198		6198		2	255
199		9199		1	-1
200		2200		1	401
201		7201		1	-1
202		6202		1	612
203		2203		1	637
204		6204		1	-1
205		1205		1	926
206		3206		1	273
207		NULL		0
208		4208		1	-1
209		5209		1	711
210		210		1	-1
211		8211		1	-1
212		9212		1	-1
213		4213		2	785
214		9214		2	206
215		215		1	828
216		2216		1	892
217		217		1	648
218		4218		1	753
219		3219		1	-1
220		5220		1	308
221		NULL		0
222		9222		1	-1
223		2223		1	-1
224		NULL		0
225		9225		1	-1
226		226		1	86
227		2227		1	-1
228		2228		2	156
229		3229		1	986
230		3230		2	257
231		3231		1	-1
232		232		1	339
233		NULL		0
234		NULL		0
235		235		1	964
236		2236		1	10
237		3237		1	-1
238		7238		1	462
239		1239		1	94
240		3240		1	834
241		2241		1	907
242		242		1	463
243		243		1	-1
244		7244		2	382
245		1245		1	459
246		6246		1	-1
247		8247		1	-1
248		6248		1	439
249		249		1	14
250		3250		1	908
251		6251		1	541
252		8252		1	529
253		2253		1	-1
254		2254		1	-1
255		8255		1	573
256		4256		1	315
257		NULL		0
258		4258		1	284
259		259		1	83
260		260		1	39
261		3261		1	-1
262		7262		2	917
263		6263		1	444
264		9264		1	-1
265		1265		2	324
266		266		1	-1
267		7267		1	517
268		NULL		0
269		269		1	476
270		1270		1	713
271		5271		1	61
272		2272		1	-1
273		8273		1	95
274		7274		1	-1
275		9275		2	142
276		2276		2	634
277		5277		1	-1
278		3278		2	62
279		9279		1	207
280		1280		1	201
281		3281		1	-1
282		282		1	409
283		NULL		0
284		4284		1	280
285		3285		1	628
286		286		1	752
287		1287		1	996
288		3288		1	-1
289		289		1	-1
290		1290		2	199
291		7291		1	135
292		5292		1	-1
293		2293		1	30
294		9294		1	3
295		4295		1	829
296		5296		1	231
297		8297		1	159
298		8298		1	-1
299		9299		1	-1
300		8300		1	4
301		301		1	748
302		9302		1	714
303		303		2	-1
304		6304		1	310
305		4305		2	558
306		2306		1	41
307		307		1	198
308		2308		1	106
309		309		1	-1
310		7310		1	974
311		8311		1	577
312		1312		2	-1
313		2313		1	134
314		7314		1	164
315		7315		1	212
316		5316		1	-1
317		9317		1	-1
318		7318		1	-1
319		NULL		0
320		7320		1	217
321		NULL		0
322		5322		3	45
323		7323		2	130
324		7324		1	407
325		9325		1	2
326		1326		1	720
327		3327		1	519
328		6328		1	369
329		329		1	660
330		NULL		0
331		4331		1	466
332		8332		1	623
333		3333		1	274
334		1334		1	747
335		5335		1	19
336		336		1	-1
337		NULL		0
338		2338		1	372
339		1339		1	72
340		9340		1	975
341		4341		1	-1
342		1342		1	963
343		6343		1	251
344		3344		1	540
345		3345		1	-1
346		1346		1	536
347		NULL		0
348		1348		1	-1
349		5349		1	349
350		5350		2	321
351		8351		1	-1
352		352		1	-1
353		3353		1	531
354		2354		2	839
355		9355		1	190
356		1356		2	477
357		3357		1	813
358		1358		1	485
359		4359		1	-1
360		4360		1	-1
361		361		1	659
362		2362		1	-1
363		3363		1	386
364		1364		1	215
365		6365		1	-1
366		6366		1	-1
367		3367		1	-1
368		1368		2	302
369		3369		1	-1
370		5370		2	239
371		1371		2	241
372		7372		1	24
373		NULL		0
374		2374		1	630
375		375		2	549
376		5376		1	977
377		1377		2	920
378		4378		1	-1
379		379		1	113
380		NULL		0
381		1381		2	475
382		NULL		0
383		1383		1	548
384		9384		1	229
385		1385		1	912
386		7386		1	663
387		3387		2	58
388		6388		1	537
389		1389		1	346
390		8390		2	264
391		3391		1	-1
392		9392		1	743
393		2393		1	-1
394		9394		2	435
395		NULL		0
396		8396		1	147
397		5397		1	618
398		8398		1	-1
399		3399		1	449
400		2400		1	79
401		4401		1	259
402		8402		1	341
403		4403		1	-1
404		3404		1	726
405		4405		1	256
406		1406		1	-1
407		5407		3	17
408		2408		1	-1
409		7409		1	-1
410		NULL		0
411		1411		1	154
412		3412		1	775
413		413		2	-1
414		414		1	173
415		1415		1	59
416		7416		1	117
417		6417		1	-1
418		NULL		0
419		5419		1	-1
420		6420		1	-1
421		5421		1	1
422		8422		1	-1
423		9423		1	514
424		7424		1	535
425		1425		1	144
426		1426		1	78
427		7427		1	674
428		6428		1	377
429		429		1	-1
430		430		1	282
431		5431		1	108
432		432		1	-1
433		1433		3	-1
434		2434		1	-1
435		2435		1	-1
436		NULL		0
437		7437		1	46
438		5438		1	174
439		1439		1	-1
440		440		2	950
441		9441		1	600
442		4442		1	-1
443		2443		1	235
444		4444		1	40
445		NULL		0
446		4446		3	37
447		1447		1	-1
448		448		1	361
449		5449		1	119
450		7450		1	193
451		5451		1	626
452		1452		1	451
453		NULL		0
454		1454		1	260
455		6455		1	418
456		9456		1	-1
457		NULL		0
458		7458		1	-1
459		9459		1	236
460		4460		1	70
461		NULL		0
462		5462		1	647
463		8463		1	683
464		7464		1	-1
465		1465		1	329
466		1466		1	-1
467		8467		1	202
468		4468		1	-1
469		9469		1	749
470		2470		2	171
471		6471		2	754
472		NULL		0
473		1473		1	-1
474		1474		1	615
475		NULL		0
476		8476		1	565
477		NULL		0
478		5478		1	845
479		5479		2	571
480		9480		1	970
481		8481		1	400
482		NULL		0
483		1483		1	911
484		3484		1	242
485		NULL		0
486		8486		1	593
487		2487		1	820
488		5488		1	-1
489		1489		1	438
490		8490		1	-1
491		1491		1	-1
492		NULL		0
493		493		1	-1
494		5494		1	203
495		3495		1	-1
496		NULL		0
497		497		1	797
498		4498		1	-1
499		2499		1	490
500		2500		1	243
501		NULL		0
502		7502		1	111
503		3503		2	740
504		2504		1	97
505		8505		1	-1
506		2506		1	157
507		3507		1	532
508		5508		1	-1
509		509		1	-1
510		8510		1	-1
511		4511		1	172
512		512		1	-1
513		4513		1	503
514		8514		1	187
515		3515		1	398
516		NULL		0
517		8517		2	969
518		3518		1	311
519		NULL		0
520		6520		2	655
521		6521		1	-1
522		4522		1	504
523		2523		1	297
524		2524		1	-1
525		2525		1	48
526		7526		1	-1
527		1527		1	-1
528		528		1	731
529		8529		1	712
530		2530		1	275
531		6531		1	484
532		2532		1	831
533		4533		1	205
534		NULL		0
535		535		1	-1
536		4536		1	751
537		NULL		0
538		NULL		0
539		NULL		0
540		1540		1	-1
541		9541		2	-1
542		2542		2	220
543		543		1	-1
544		5544		1	296
545		1545		1	847
546		NULL		0
547		3547		1	160
548		4548		2	572
549		6549		1	780
550		7550		1	115
551		1551		1	-1
552		9552		1	948
553		5553		1	194
554		3554		2	389
555		NULL		0
556		6556		1	812
557		3557		1	396
558		7558		1	-1
559		8559		1	132
560		2560		1	709
561		2561		1	-1
562		2562		1	103
563		1563		1	371
564		5564		1	857
565		2565		1	163
566		2566		1	776
567		4567		1	-1
568		568		1	-1
569		4569		2	-1
570		8570		1	-1
571		1571		1	291
572		1572		1	175
573		8573		1	538
574		9574		1	151
575		4575		1	898
576		1576		1	34
577		NULL		0
578		6578		1	29
579		4579		1	-1
580		8580		1	-1
581		5581		1	74
582		2582		1	28
583		583		1	96
584		584		2	155
585		2585		1	932
586		7586		2	-1
587		3587		1	99
588		8588		1	685
589		589		1	-1
590		9590		1	779
591		1591		1	312
592		1592		1	585
593		8593		1	994
594		4594		1	-1
595		595		1	482
596		4596		1	971
597		8597		1	-1
598		5598		1	-1
599		599		1	-1
600		1600		2	76
601		6601		1	-1
602		5602		2	773
603		6603		1	145
604		1604		1	800
605		6605		1	333
606		8606		1	166
607		8607		1	938
608		6608		1	-1
609		7609		2	582
610		9610		1	793
611		2611		1	381
612		7612		1	27
613		2613		1	-1
614		NULL		0
615		9615		1	-1
616		5616		1	-1
617		4617		1	397
618		8618		1	584
619		8619		1	708
620		620		1	68
621		3621		1	404
622		3622		1	-1
623		6623		1	116
624		5624		2	56
625		625		1	326
626		3626		2	-1
627		6627		1	677
628		2628		1	342
629		4629		1	-1
630		1630		2	-1
631		2631		1	92
632		2632		1	-1
633		5633		2	473
634		1634		1	84
635		2635		1	-1
636		636		1	-1
637		7637		1	-1
638		4638		1	210
639		3639		1	-1
640		7640		1	-1
641		6641		1	918
642		642		1	727
643		4643		2	781
644		9644		1	419
645		1645		2	724
646		6646		1	809
647		NULL		0
648		9648		1	-1
649		2649		1	35
650		5650		1	136
651		1651		1	-1
652		6652		1	-1
653		3653		1	-1
654		9654		1	-1
655		NULL		0
656		7656		1	983
657		7657		1	238
658		6658		1	-1
659		3659		2	73
660		9660		1	412
661		6661		1	-1
662		7662		1	487
663		3663		1	924
664		7664		1	12
665		NULL		0
666		1666		1	-1
667		NULL		0
668		4668		1	-1
669		NULL		0
670		5670		2	-1
671		2671		1	285
672		1672		1	222
673		3673		2	-1
674		9674		1	796
675		1675		2	336
676		6676		1	-1
677		4677		3	-1
678		7678		1	-1
679		3679		1	319
680		4680		1	-1
681		8681		1	-1
682		5682		1	112
683		7683		1	-1
684		7684		1	641
685		NULL		0
686		4686		1	627
687		8687		1	33
688		3688		1	613
689		4689		1	936
690		8690		1	263
691		691		1	-1
692		NULL		0
693		8693		1	512
694		694		1	262
695		2695		1	447
696		8696		1	-1
697		5697		1	352
698		2698		1	985
699		9699		1	-1
700		9700		1	-1
701		7701		1	-1
702		4702		1	124
703		1703		1	-1
704		4704		1	-1
705		8705		1	-1
706		2706		1	-1
707		5707		1	941
708		2708		1	-1
709		5709		1	-1
710		6710		1	351
711		3711		1	-1
712		6712		1	-1
713		NULL		0
714		NULL		0
715		3715		1	180
716		716		1	-1
717		3717		1	909
718		6718		1	393
719		5719		1	-1
720		9720		2	276
721		721		1	162
722		4722		1	802
723		9723		1	323
724		3724		1	303
725		7725		1	561
726		4726		1	866
727		2727		2	-1
728		2728		3	8
729		2729		2	599
730		7730		2	692
731		2731		1	338
732		2732		2	699
733		2733		1	-1
734		NULL		0
735		7735		1	718
736		9736		1	-1
737		NULL		0
738		738		2	931
739		1739		1	-1
740		NULL		0
741		741		1	-1
742		3742		1	-1
743		8743		1	232
744		6744		1	456
745		6745		1	-1
746		8746		1	-1
747		747		2	-1
748		748		1	271
749		2749		1	21
750		NULL		0
751		6751		1	961
752		5752		2	-1
753		5753		1	509
754		1754		1	807
755		NULL		0
756		9756		1	-1
757		1757		1	-1
758		NULL		0
759		9759		1	-1
760		6760		1	915
761		2761		1	-1
762		5762		1	49
763		8763		1	-1
764		764		1	330
765		9765		1	237
766		3766		1	-1
