		IndexHandling
   Quadratic Open Addressing Hash Table
-------------------------------------
Index 		Key 		count 
76		NULL		0
77		77		1	1
78		NULL		0
79		NULL		0
80		NULL		0
81		NULL		0
82		NULL		0
83		NULL		0
84		NULL		0
85		NULL		0
86		NULL		0
87		NULL		0
88		NULL		0
89		NULL		0
90		NULL		0
91		NULL		0
92		NULL		0
93		NULL		0
94		NULL		0
95		NULL		0
96		NULL		0
97		NULL		0
98		NULL		0
99		NULL		0
		IndexHandling
   Overflow Array
-----------------------------------
Index 		Key 		count 
0		102		1	-1
1		177		1	-1
2		NULL		0
3		NULL		0
4		NULL		0
5		NULL		0
6		NULL		0
7		NULL		0
8		NULL		0
9		NULL		0
10		NULL		0
11		NULL		0
12		NULL		0
13		NULL		0
14		NULL		0
15		NULL		0
16		NULL		0
17		NULL		0
18		NULL		0
19		NULL		0
20		NULL		0
21		NULL		0
22		NULL		0
23		NULL		0
24		NULL		0
25		NULL		0
26		NULL		0
27		NULL		0
28		NULL		0
29		NULL		0
30		NULL		0
31		NULL		0
32		NULL		0
33		NULL		0
34		NULL		0
35		NULL		0
36		NULL		0
37		NULL		0
38		NULL		0
39		NULL		0
40		NULL		0
41		NULL		0
42		NULL		0
43		NULL		0
44		NULL		0
45		NULL		0
46		NULL		0
47		NULL		0
48		NULL		0
49		NULL		0
50		NULL		0
51		NULL		0
52		NULL		0
53		NULL		0
54		NULL		0
55		NULL		0
56		NULL		0
57		NULL		0
58		NULL		0
59		NULL		0
60		NULL		0
61		NULL		0
62		NULL		0
63		NULL		0
64		NULL		0
65		NULL		0
66		NULL		0
67		NULL		0
68		NULL		0
69		NULL		0
70		NULL		0
71		NULL		0
72		NULL		0
73		NULL		0
74		NULL		0
75		NULL		0
76		NULL		0
77		NULL		0
78		NULL		0
79		NULL		0
80		NULL		0
81		NULL		0
82		NULL		0
83		NULL		0
84		NULL		0
85		NULL		0
86		NULL		0
87		NULL		0
88		NULL		0
89		NULL		0
90		NULL		0
91		NULL		0
92		NULL		0
93		NULL		0
94		NULL		0
95		NULL		0
96		NULL		0
97		NULL		0
98		NULL		0
99		NULL		0


Operation Counts
-----------------------------------
                                       Linear       OverFlow
Number of key values inserted           6              6         
Unique values                           6              6         
Duplicate values                        0              0         

Collisions                              
Number of collisions                    2              6         

Number of direct inserts                4 - 66.7%       4 - 66.7%
Number of non-direct inserts            2 - 33.3%       2 - 33.3%

Average distance from home              
including direct inserts                0.333          0.667     
not-including direct inserts            0.5            1         
Largest distance                        1              2         

Searches                                
Number of searches                      6              6         
Number of comparisons                   10             8         
Number of direct accesses               4              4         
Number of indirect accesses             2              0         
Total number of accesses                6              4         
Average number of comparisons           1.67           1.33      
Largest number of comparisons           3              2         
